tick,hero_id,hero_name,x,y,hp_raw,hp_percent
4031,97,Magnataur,1.409046484375,1.3991359375,720,36.0
4049,73,Alchemist,0.862998046875,0.8999265625000001,802,40.1
4051,87,Disruptor,1.4249953125,1.37903203125,582,29.099999999999998
4053,40,Venomancer,1.418935546875,1.383112890625,610,30.5
4067,129,Mars,0.8693187499999999,0.8947984375,802,40.1
4077,69,DoomBringer,1.4114453125,1.393151953125,802,40.1
4077,4,Bloodseeker,1.416639453125,1.388828125,714,35.699999999999996
4097,64,Jakiro,0.8711890625,0.8892503906249999,670,33.5
4097,97,Magnataur,1.394189453125,1.382108203125,720,36.0
4099,30,WitchDoctor,0.8786546874999999,0.8789671874999999,632,31.6
4109,73,Alchemist,0.8848839843749999,0.905361328125,802,40.1
4113,40,Venomancer,1.4054675781250001,1.3714015625000002,610,30.5
4127,129,Mars,0.876194921875,0.9021312499999999,802,40.1
4141,69,DoomBringer,1.404276171875,1.3730359375,802,40.1
4147,87,Disruptor,1.4050511718749998,1.376383203125,582,29.099999999999998
4155,4,Bloodseeker,1.397312109375,1.378698828125,714,35.699999999999996
4157,97,Magnataur,1.3746714843749999,1.3684398437499998,720,36.0
4161,64,Jakiro,0.882418359375,0.88740859375,670,33.5
4169,30,WitchDoctor,0.881053515625,0.901329296875,632,31.6
4169,73,Alchemist,0.906455078125,0.90785390625,802,40.1
4187,129,Mars,0.8949195312500001,0.9093480468749999,802,40.1
4201,69,DoomBringer,1.3879332031249998,1.3584718750000002,802,40.1
4209,39,QueenOfPain,0.8768507812499999,0.884686328125,648,32.4
4215,4,Bloodseeker,1.37610703125,1.372576953125,714,35.699999999999996
4217,97,Magnataur,1.3551515625000001,1.354773046875,720,36.0
4229,30,WitchDoctor,0.88037109375,0.9244226562500001,632,31.6
4229,73,Alchemist,0.920384375,0.9243335937500001,802,40.1
4247,129,Mars,0.916441796875,0.9187390625,802,40.1
4261,69,DoomBringer,1.37845703125,1.339905859375,802,40.1
4267,40,Venomancer,1.393023828125,1.3555031250000003,610,30.5
4269,39,QueenOfPain,0.89379375,0.899215234375,648,32.4
4275,4,Bloodseeker,1.3578160156249999,1.3603246093749999,714,35.699999999999996
4277,97,Magnataur,1.3373132812500002,1.33993046875,720,36.0
4289,30,WitchDoctor,0.8864796875,0.9464734375,632,31.6
4289,73,Alchemist,0.9378246093749999,0.9353636718749999,802,40.1
4307,129,Mars,0.93520390625,0.9335398437500001,802,40.1
4317,64,Jakiro,0.8996117187499999,0.8968542968750001,720,36.0
4321,69,DoomBringer,1.3731398437500002,1.3183558593750002,802,40.1
4327,40,Venomancer,1.378465625,1.3391761718750002,610,30.5
4329,39,QueenOfPain,0.91111328125,0.9137976562500001,626,31.3
4335,4,Bloodseeker,1.3414125000000001,1.345285546875,714,35.699999999999996
4337,97,Magnataur,1.323623046875,1.3217320312499998,720,36.0
4349,30,WitchDoctor,0.8923585937499999,0.9690027343750001,632,31.6
4349,73,Alchemist,0.955,0.9501402343750001,802,40.1
4367,129,Mars,0.9458375000000001,0.9545347656250001,802,40.1
4377,64,Jakiro,0.9221363281250001,0.9089769531249999,720,36.0
4381,69,DoomBringer,1.3683726562499998,1.296309765625,802,40.1
4393,39,QueenOfPain,0.925128125,0.9311390625,626,31.3
4395,4,Bloodseeker,1.325261328125,1.3300183593750001,714,35.699999999999996
4397,97,Magnataur,1.3157007812500001,1.2994859374999999,720,36.0
4409,30,WitchDoctor,0.90912109375,0.97732421875,632,31.6
4409,73,Alchemist,0.9695582031250001,0.96723515625,802,40.1
4415,40,Venomancer,1.3696421874999998,1.3208949218750001,610,30.5
4427,129,Mars,0.960654296875,0.97156484375,802,40.1
4437,64,Jakiro,0.93903203125,0.9289636718750001,720,36.0
4441,69,DoomBringer,1.3598046875,1.27603984375,802,40.1
4455,4,Bloodseeker,1.30962890625,1.3141636718749998,714,35.699999999999996
4457,39,QueenOfPain,0.9317750000000001,0.945348046875,626,31.3
4457,97,Magnataur,1.297663671875,1.285226953125,720,36.0
4469,30,WitchDoctor,0.9318933593750001,0.974140625,632,31.6
4469,73,Alchemist,0.9831652343749999,0.985211328125,802,40.1
4475,40,Venomancer,1.3651695312499998,1.299482421875,610,30.5
4487,129,Mars,0.9723328125,0.991426953125,802,40.1
4497,64,Jakiro,0.956153515625,0.94870234375,720,36.0
4501,69,DoomBringer,1.3438671875,1.261366015625,802,40.1
4515,4,Bloodseeker,1.2972375,1.296240234375,714,35.699999999999996
4517,39,QueenOfPain,0.947969921875,0.960810546875,626,31.3
4517,97,Magnataur,1.2810984374999999,1.268182421875,720,36.0
4529,30,WitchDoctor,0.9519140625,0.9703515625,632,31.6
4529,73,Alchemist,1.00431015625,0.9911609375,802,40.1
4535,40,Venomancer,1.3509898437499999,1.2867808593749999,610,30.5
4547,129,Mars,0.9962171875,0.9930921875,802,40.1
4557,64,Jakiro,0.97143046875,0.969859765625,720,36.0
4561,69,DoomBringer,1.3228859375000002,1.261452734375,802,40.1
4575,4,Bloodseeker,1.2873304687500002,1.2777734375,714,35.699999999999996
4577,39,QueenOfPain,0.96459453125,0.97419921875,626,31.3
4577,97,Magnataur,1.264892578125,1.2507140625,720,36.0
4589,30,WitchDoctor,0.969295703125,0.982191015625,632,31.6
4589,73,Alchemist,1.023968359375,0.9866015625,802,40.1
4595,40,Venomancer,1.33097421875,1.277956640625,610,30.5
4595,87,Disruptor,1.3844996093750002,1.376826171875,626,31.3
4607,129,Mars,1.020358984375,0.9916089843750001,802,40.1
4617,64,Jakiro,0.989337109375,0.9877976562500002,720,36.0
4621,69,DoomBringer,1.3015085937499997,1.264298046875,802,40.1
4635,4,Bloodseeker,1.27403203125,1.259915625,714,35.699999999999996
4637,39,QueenOfPain,0.982301171875,0.9883324218749999,626,31.3
4637,97,Magnataur,1.24535625,1.237584375,720,36.0
4649,30,WitchDoctor,0.9818773437499999,1.0019652343749998,632,31.6
4649,73,Alchemist,1.04186875,0.986015625,802,40.1
4655,40,Venomancer,1.3109753906250001,1.269094140625,610,30.5
4655,87,Disruptor,1.36188359375,1.375866796875,626,31.3
4667,129,Mars,1.042626953125,0.995023046875,802,40.1
4677,64,Jakiro,1.0139671874999998,0.9872777343749999,720,36.0
4681,69,DoomBringer,1.2840906250000002,1.24987421875,802,40.1
4695,4,Bloodseeker,1.25783203125,1.244892578125,714,35.699999999999996
4697,39,QueenOfPain,1.00063984375,1.000803125,626,31.3
4697,97,Magnataur,1.22365,1.229671484375,720,36.0
4709,73,Alchemist,1.064069921875,0.9851378906249999,802,40.1
4715,40,Venomancer,1.2939992187500002,1.25603984375,610,30.5
4715,87,Disruptor,1.3401207031249998,1.3682859374999998,626,31.3
4723,30,WitchDoctor,0.9985328125000001,1.01149765625,632,31.6
4727,129,Mars,1.066695703125,0.993922265625,802,40.1
4737,64,Jakiro,1.03723515625,0.993082421875,720,36.0
4741,69,DoomBringer,1.267702734375,1.2342296875,802,40.1
4755,4,Bloodseeker,1.239608203125,1.232110546875,714,35.699999999999996
4757,39,QueenOfPain,1.017091015625,1.014920703125,626,31.3
4757,97,Magnataur,1.204978125,1.21593515625,720,36.0
4771,73,Alchemist,1.0770789062500001,0.9790343749999999,802,40.1
4775,40,Venomancer,1.278421484375,1.241009375,610,30.5
4775,87,Disruptor,1.31830078125,1.3608656250000002,626,31.3
4783,30,WitchDoctor,1.021795703125,1.008640234375,632,31.6
4787,129,Mars,1.090914453125,0.993785546875,802,40.1
4797,64,Jakiro,1.06310078125,0.989597265625,720,36.0
4801,69,DoomBringer,1.251435546875,1.218631640625,802,40.1
4815,4,Bloodseeker,1.22228515625,1.218631640625,714,35.699999999999996
4817,39,QueenOfPain,1.031407421875,1.032479296875,626,31.3
4817,97,Magnataur,1.1873695312499999,1.200305078125,720,36.0
4831,73,Alchemist,1.09360703125,0.9893578124999999,802,40.1
4835,40,Venomancer,1.26110859375,1.227637890625,610,30.5
4835,87,Disruptor,1.2960007812499998,1.361474609375,626,31.3
4843,30,WitchDoctor,1.043633984375,1.010211328125,632,31.6
